gene	subtype	type
2299_IS91_CP012903.1	IS91	insertion_element_IS91
310_IS91_LRLA01000003.1	IS91	insertion_element_IS91
849_IS91_CP001013.1	IS91	insertion_element_IS91
2682_IS91_CP000453.1	IS91	insertion_element_IS91
52_rep10_3_ORF(pNE131)_NC001390	rep10	plasmid
612_IS91_CP000036.1	IS91	insertion_element_IS91
1683_IS91_CP013141.1	IS91	insertion_element_IS91
1738_IS91_FRDV01000023.1	IS91	insertion_element_IS91
2351_tnpA_CBYB010000003.1	tnpA	transposase
2368_IS91_MNRK01000081.1	IS91	insertion_element_IS91
2621_IS91_CP017603.1	IS91	insertion_element_IS91
734_tnpA_KX646543.1	tnpA	transposase
1067_tnpA_CP009632.1	tnpA	transposase
1701_IS91_AJHK02000009.1	IS91	insertion_element_IS91
920_tnpA_CP002880.1	tnpA	transposase
1334_tnpA_U66845.1	tnpA	transposase
1730_IS91_CP001053.1	IS91	insertion_element_IS91
2664_IS91_CP001046.1	IS91	insertion_element_IS91
2669_tnpA_JX442974.1	tnpA	transposase
2740_tnpA_AEEJ01000034.1	tnpA	transposase
2752_tnpA_ALWR01000001.1	tnpA	transposase
587_IS91_AVVC01000064.1	IS91	insertion_element_IS91
918_tnpA_AJ439607.2	tnpA	transposase
1097_tnpA_CAGJ01000211.1	tnpA	transposase
180_IncN2_1__JF785549	IncN2	plasmid
181_IncN3_1__EF219134	IncN3	plasmid
50_rep10_1_repL(pE5)_M17990	rep10	plasmid
53_rep10_4_repL(pDLK1)_GU562624.1	rep10	plasmid
54_rep10_5_repL(pWBG738)_DQ088624.1	rep10	plasmid
55_rep10_6_rep(SAP093B)_GQ900442.1	rep10	plasmid
380_tnpA_Y17750.1	tnpA	transposase
1663_IS91_FCOM02000090.1	IS91	insertion_element_IS91
1712_tnpA_CU459003.1	tnpA	transposase
1989_tnpA_AMGB01000016.1	tnpA	transposase
2661_IS91_CP001831.1	IS91	insertion_element_IS91
2593_IS91_MCFX02000002.1	IS91	insertion_element_IS91
1163_tnpA_LOMY01000027.1	tnpA	transposase
1514_IS91_CP002783.1	IS91	insertion_element_IS91
2285_tnpA_KM583817.1	tnpA	transposase
2313_IS91_CP002447.1	IS91	insertion_element_IS91
606_IS91_AIEV01000007.1	IS91	insertion_element_IS91
672_tnpA_FIKS01000003.1	tnpA	transposase
1752_IS91_LGMX01000143.1	IS91	insertion_element_IS91
2165_IS91_MJIC01000017.1	IS91	insertion_element_IS91
2650_IS91_CP017250.1	IS91	insertion_element_IS91
2671_tnpA_EU636005.1	tnpA	transposase
441_tnpA_BX936398.1	tnpA	transposase
56_rep10b_1_rep(pSK3)_NC001994	rep10b	plasmid
57_rep10b_2_rep(pSK6)_SAU96610	rep10b	plasmid
675_tnpA_CQBA01000027.1	tnpA	transposase
995_IS91_CP001046.1	IS91	insertion_element_IS91
1459_tnpA_CBZM010000369.1	tnpA	transposase
1998_tnpA_CAOC01000088.1	tnpA	transposase
1390_tnpA_BX936398.1	tnpA	transposase
1533_tnpA_FAVL01000073.1	tnpA	transposase
1818_tnpA_7_10_LN890520.1	tnpA	transposase
1856_IS91_CP011072.1	IS91	insertion_element_IS91
1943_IS91_CP001831.1	IS91	insertion_element_IS91
2375_tnpA*_JX194160.1	tnpA	transposase
2551_tnpA_AJ430202.1	tnpA	transposase
2601_tnpA_KP987215.1	tnpA	transposase
328_tnpA_AL513382.1	tnpA	transposase
356_tnpA_7_2_LN890520.1	tnpA	transposase
609_IS91_CP002783.1	IS91	insertion_element_IS91
760_tnpA_FBYD01000004.1	tnpA	transposase
924_tnpA_FR877557.1	tnpA	transposase
1568_tnpA_FO704551.1	tnpA	transposase
1878_tnpA_JX442974.1	tnpA	transposase
2015_IS91_CP002783.1	IS91	insertion_element_IS91
2112_IS91_CP002783.1	IS91	insertion_element_IS91
2121_IS91_CP002783.1	IS91	insertion_element_IS91
2420_IS91_CP002783.1	IS91	insertion_element_IS91
2604_tnpA_CAVM010000213.1	tnpA	transposase
2785_tnpA_JQ611726.1	tnpA	transposase
919_tnpA_CBSX010000099.1	tnpA	transposase
841_IS200_X56834	IS200	IS200
2558_IS91_MOIV01000035.1	IS91	insertion_element_IS91
1170_tnpA_ISSod8_AE014300.1	tnpA	transposase
1327_tnpA_FO203427.1	tnpA	transposase
1433_tnpA_KJ488943.1	tnpA	transposase
2413_tnpA_IS630_delta1_EU219534.1	tnpA	transposase
2514_IS91_CP000539.1	IS91	insertion_element_IS91
332_tniB_LC169579.1	tniB	tniB
933_tnpA_AY786980.1	tnpA	transposase
1379_tnpA_ALDG01000161.1	tnpA	transposase
1410_IS91_AQDE01000087.1	IS91	insertion_element_IS91
1759_tnpA_CP007448.1	tnpA	transposase
2040_tnpA_CP000645.1	tnpA	transposase
2049_IS91_CP002784.1	IS91	insertion_element_IS91
2160_IS91_FO000002.1	IS91	insertion_element_IS91
237_IncQ2_1__FJ696404	IncQ2	plasmid
238_IncQ1_1__HE654726	IncQ1	plasmid
2459_tnpA_KF861983.1	tnpA	transposase
1023_tnpA_AY786981.1	tnpA	transposase
2228_tnpA_AM260957.1	tnpA	transposase
1150_ISCR8_KC795422	ISCR8	ISCR
1232_tnpA(ISRSB101-1)_AJ698325.1	tnpA(ISRSB101-1)	transposase
1851_IS91_MQUF01000014.1	IS91	insertion_element_IS91
2378_IS91_CP005973.1	IS91	insertion_element_IS91
2672_IS91_MKEM01000273.1	IS91	insertion_element_IS91
2787_tnpA_AKNM01000008.1	tnpA	transposase
807_tnpA_AKNT01000004.1	tnpA	transposase
2235_tnpA_FR718867.1	tnpA	transposase
2528_tnpA_AY786982.1	tnpA	transposase
219_IncFII(SARC14)_1_SARC14_JQ418540	IncFII(SARC14)	plasmid
977_tnpA_AB025195.1	tnpA	transposase
1003_tnpA_AP013353.1	tnpA	transposase
1183_IS91_CP000681.1	IS91	insertion_element_IS91
1278_istA9_HG916826.1	istA9	istA9
1665_IS91_CP001635.1	IS91	insertion_element_IS91
1707_IS91_CP019240.1	IS91	insertion_element_IS91
2103_IS91_CP009122.1	IS91	insertion_element_IS91
790_tnpA_GU371929.1	tnpA	transposase
1816_qacEdelta_KJ504228.1	qacEdelta	qacEdelta
51_rep10_2_CDS1(pIM13)_M13761	rep10	plasmid
720_IS91_MOHK01000618.1	IS91	insertion_element_IS91
1211_IS91_MPGZ01000151.1	IS91	insertion_element_IS91
787_tnpA_AF282853.1	tnpA	transposase
186_IncFIB(Mar)_1_pNDM-Mar_JN420336	IncFIB(Mar)	plasmid
1244_IS91_CP000529.1	IS91	insertion_element_IS91
1372_tnpA_CBTB010000226.1	tnpA	transposase
1544_tnpA_AF408195.1	tnpA	transposase
1872_tnpA_AE014299.2	tnpA	transposase
1879_IS91_CP001053.1	IS91	insertion_element_IS91
2022_tnpA_JRLK01000014.1	tnpA	transposase
437_tnpA_CP003069.1	tnpA	transposase
629_tnpA_AF130439.1	tnpA	transposase
1505_tnpA_AMFJ01010795.1	tnpA	transposase
1546_tnpA_AYLO01000004.1	tnpA	transposase
1662_IS91_CP000616.1	IS91	insertion_element_IS91
1311_tniA_KJ588780.1	tniA	tniA
1347_tnpA_FLQY01000035.1	tnpA	transposase
2477_tnpA_FO203427.1	tnpA	transposase
2517_IS91_CP001350.1	IS91	insertion_element_IS91
935_tnpA_ACGS02000049.1	tnpA	transposase
1228_tnpA_AKNO01000001.1	tnpA	transposase
1315_tnpA_AP011943.1	tnpA	transposase
1469_tnpA_AKOF01000005.1	tnpA	transposase
1483_tnpA1_LT608328.1	tnpA1	transposase
1583_tnpA_AKPD01000014.1	tnpA	transposase
1620_tnpA_JN968483.3	tnpA	transposase
1869_tnpA_13_CP012683.1	tnpA	transposase
1961_IS91_CP002449.1	IS91	insertion_element_IS91
2008_tnpA_AKPB01000021.1	tnpA	transposase
2188_tnpA_AKPM01000005.1	tnpA	transposase
2199_tnpA_AKOE01000003.1	tnpA	transposase
575_tnpA_AKOP01000009.1	tnpA	transposase
1294_IS91_CU928162.2	IS91	insertion_element_IS91
2013_tniB_AP013064.1	tniB	tniB
2137_IS91_CU928162.2	IS91	insertion_element_IS91
2395_IS91_FCOG02000101.1	IS91	insertion_element_IS91
2494_IS91_MIVN01000038.1	IS91	insertion_element_IS91
2677_IS91_CP005973.1	IS91	insertion_element_IS91
2743_tnpA_CT573071.1	tnpA	transposase
599_IS91_CP004852.1	IS91	insertion_element_IS91
863_qacEdelta_AF347074.1	qacEdelta	qacEdelta
1300_IS91_FN543503.1	IS91	insertion_element_IS91
1570_tniA_KF743817.1	tniA	tniA
1924_Tn916-orf7_KC414929	Tn916-orf7	Tn916
1970_tnpA_AM420293.1	tnpA	transposase
2060_IS91_JPKL01000146.1	IS91	insertion_element_IS91
1064_IS91_FCOG02000101.1	IS91	insertion_element_IS91
175_IncHI1A_1__AF250878	IncHI1A	plasmid
179_IncHI1A(CIT)_1_pNDM-CIT_JX182975	IncHI1A(CIT)	plasmid
2119_IS91_CU928162.2	IS91	insertion_element_IS91
2540_tnpA_CU459003.1	tnpA	transposase
585_tnpA_JN788266.1	tnpA	transposase
766_IS91_CP000616.1	IS91	insertion_element_IS91
408_tnpA_FJ744165.1	tnpA	transposase
1844_IS292_L29283	IS292	IS292
1418_IS91_FCOX02000103.1	IS91	insertion_element_IS91
160_IncA/C2_1__JN157804	IncA/C2	plasmid
194_IncA/C_1__FJ705807	IncA/C	plasmid
1978_tnpA_AH013325.2	tnpA	transposase
2131_IS91_CP017007.1	IS91	insertion_element_IS91
2154_IS91_AJHK02000009.1	IS91	insertion_element_IS91
2731_tnpA_KU736874.1	tnpA	transposase
492_IS91_JNMV01000066.1	IS91	insertion_element_IS91
879_tnpA_U95957.1	tnpA	transposase
912_IS91_CU928162.2	IS91	insertion_element_IS91
1149_tniB_ALDT01000214.1	tniB	tniB
1776_IS91_JOQL01000002.1	IS91	insertion_element_IS91
525_IS91_MNPD01000059.1	IS91	insertion_element_IS91
640_tnpA_AL513382.1	tnpA	transposase
976_tnpA_CP013215.1	tnpA	transposase
1066_IS91_CP001350.1	IS91	insertion_element_IS91
1084_tnpA_CP000352.1	tnpA	transposase
1439_IS91_LGTC01000001.1	IS91	insertion_element_IS91
2190_tnpA_JN412066.1	tnpA	transposase
2195_tnpA_HM371194.1	tnpA	transposase
2381_IS91_CP000529.1	IS91	insertion_element_IS91
2700_tnpA_ADNY01000061.1	tnpA	transposase
1380_IS91_CP018683.2	IS91	insertion_element_IS91
2053_tniA_JX235356.1	tniA	tniA
1047_IS91_CP004393.1	IS91	insertion_element_IS91
1214_IS91_CYEP01000026.1	IS91	insertion_element_IS91
1471_tnpA_CBZT010000006.1	tnpA	transposase
1682_IS91_ABHC01000001.1	IS91	insertion_element_IS91
1766_IS91_CP002738.1	IS91	insertion_element_IS91
2143_IS91_CP002738.1	IS91	insertion_element_IS91
2466_IS91_CP002798.1	IS91	insertion_element_IS91
818_tnpA_Y17749.1	tnpA	transposase
1541_ISHa1942	ISHa1942	ISHa1942
1729_IS91_CP000267.1	IS91	insertion_element_IS91
1756_IS91_CP000267.1	IS91	insertion_element_IS91
1882_IS91_AJVX01000039.1	IS91	insertion_element_IS91
2080_ISHa1152	ISHa1152	ISHa1152
2095_tnpA_CDAF01000046.1	tnpA	transposase
474_IS91_AY545598.5	IS91	insertion_element_IS91
577_tnpA_APZX01000083.1	tnpA	transposase
855_IS91_CXZV01000067.1	IS91	insertion_element_IS91
1040_tnpA_CAHS01000022.1	tnpA	transposase
1104_IS91_CP002868.1	IS91	insertion_element_IS91
1405_IS91_JOSO01000047.1	IS91	insertion_element_IS91
1575_IS91_CP001053.1	IS91	insertion_element_IS91
1720_IS91_AQAX01000058.1	IS91	insertion_element_IS91
1877_tnpA_CP000352.1	tnpA	transposase
1911_IS91_AQAY01000096.1	IS91	insertion_element_IS91
2543_tnpA_AY545598.5	tnpA	transposase
2609_IS91_ABLD01000034.1	IS91	insertion_element_IS91
2613_tnpA_KX029332.1	tnpA	transposase
2649_IS91_MTKG01000140.1	IS91	insertion_element_IS91
2675_IS91_CP001052.1	IS91	insertion_element_IS91
2732_tnpA_AZXZ01000020.1	tnpA	transposase
694_IS91_AE014073.1	IS91	insertion_element_IS91
69_rep14_2_ORF(pKQ10)_EFU01917	rep14	plasmid
897_IS91_ABLD01000034.1	IS91	insertion_element_IS91
2524_tnpA_FN649418.1	tnpA	transposase
1173_IS91_CP000618.1	IS91	insertion_element_IS91
1630_IS91_LRLC01000007.1	IS91	insertion_element_IS91
1780_tnpA_EF682209.1	tnpA	transposase
1942_IS91_MNRB01000036.1	IS91	insertion_element_IS91
1945_IS91_CP002738.1	IS91	insertion_element_IS91
2187_tnpA_KM975501.1	tnpA	transposase
2651_IS91_CP002349.1	IS91	insertion_element_IS91
2667_IS91_CP000272.1	IS91	insertion_element_IS91
1060_intI1_KX029331.1	intI1	integrase
1442_IS91_CP011072.1	IS91	insertion_element_IS91
1588_intI1_JN983048.1	intI1	integrase
1608_IS91_AJHK02000009.1	IS91	insertion_element_IS91
1733_IS91_CP002959.1	IS91	insertion_element_IS91
1782_tnpA_CXAQ01000302.1	tnpA	transposase
1937_IS91_ABHC01000011.1	IS91	insertion_element_IS91
2590_IS91_CP000697.1	IS91	insertion_element_IS91
2767_tnpA_KR780671.1	tnpA	transposase
2641_IS91_MJVB01000045.1	IS91	insertion_element_IS91
1589_IS91_CP002417.1	IS91	insertion_element_IS91
1616_tnpA_JN106171.1	tnpA	transposase
1939_IS91_CP000529.1	IS91	insertion_element_IS91
1951_tnpA_CP000042.1	tnpA	transposase
2455_tnpA_AY509004.1	tnpA	transposase
2663_IS91_CP005188.1	IS91	insertion_element_IS91
372_tnpA_GU327621.1	tnpA	transposase
511_IS91_CP002417.1	IS91	insertion_element_IS91
509_IS91_LGMY01000073.1	IS91	insertion_element_IS91
1680_tnpA_CT573071.1	tnpA	transposase
1901_tnpA_AM235768.1	tnpA	transposase
211_IncFII(pseudo)_1_pseudo_NC_011759	IncFII(pseudo)	plasmid
2584_tnpA-1_HG916826.1	tnpA-1	transposase
885_IS91_CP013251.1	IS91	insertion_element_IS91
988_IS91_AP012547.1	IS91	insertion_element_IS91
998_tnpA3_CAHS01000014.1	tnpA3	transposase
158_IncFIA_1__AP001918	IncFIA	plasmid
178_IncFIA(HI1)_1_HI1_AF250878	IncFIA(HI1)	plasmid
1669_IS91_CP009122.1	IS91	insertion_element_IS91
2583_tnpA_KR258747.1	tnpA	transposase
2600_IS91_CP012199.1	IS91	insertion_element_IS91
540_IS91_CU459003.1	IS91	insertion_element_IS91
870_IS91_CP001635.1	IS91	insertion_element_IS91
990_tnpA2_CP002879.1	tnpA2	transposase
1280_tnpA_CAGD01000038.1	tnpA	transposase
2202_tnpA_Y10102.1	tnpA	transposase
2502_IS91_HG916855.1	IS91	insertion_element_IS91
681_tnpA_JN415682.1	tnpA	transposase
1431_IS91_AIEX01000012.1	IS91	insertion_element_IS91
1786_tnpA_AKOV01000003.1	tnpA	transposase
2124_IS91_CP001281.2	IS91	insertion_element_IS91
269_intI1_EU014075.1	intI1	integrase
799_tnpA_FJ628167.2	tnpA	transposase
2444_tnpA_X87814.1	tnpA	transposase
1373_tnpA_CP006582.1	tnpA	transposase
1674_tnpA7_HE578057.1	tnpA7	transposase
1710_IS91_CP000697.1	IS91	insertion_element_IS91
1714_IS91_FCOK02000015.1	IS91	insertion_element_IS91
1996_tnpA_3_FJNZ01000004.1	tnpA	transposase
2483_tnpA_CP002196.1	tnpA	transposase
2516_IS91_CXCB01000085.1	IS91	insertion_element_IS91
2668_tnpA_KP893385.1	tnpA	transposase
314_tnpA_CP002474.1	tnpA	transposase
987_IS91_CP000514.1	IS91	insertion_element_IS91
241_IncX1_4__JN935898	IncX1	plasmid
703_IS91_LGNA01000003.1	IS91	insertion_element_IS91
1189_IS91_LGMC01000237.1	IS91	insertion_element_IS91
1274_IS91_CP001349.1	IS91	insertion_element_IS91
1854_IS91_CP001918.1	IS91	insertion_element_IS91
1972_tnpA_EU935738.1	tnpA	transposase
2127_IS91_CP004393.1	IS91	insertion_element_IS91
2169_IS91_CP002784.1	IS91	insertion_element_IS91
2666_IS91_CP005083.1	IS91	insertion_element_IS91
888_IS91_CU459003.1	IS91	insertion_element_IS91
167_IncX1_1__EU370913	IncX1	plasmid
168_IncX2_1__JQ269335	IncX2	plasmid
182_IncX3_1__JN247852	IncX3	plasmid
183_IncX3(pEC14)_1_pEC14_JN935899	IncX3(pEC14)	plasmid
184_IncX4_1__CP002895	IncX4	plasmid
195_IncX5_1__NC_015054	IncX5	plasmid
196_IncX6_1__AM942760	IncX6	plasmid
239_IncX1_3__CP001123	IncX1	plasmid
1041_IS91_AIGD01000018.1	IS91	insertion_element_IS91
1330_IS91_CXES01000100.1	IS91	insertion_element_IS91
2373_IS91_CXFA01000138.1	IS91	insertion_element_IS91
2594_IS91_CP002783.1	IS91	insertion_element_IS91
2622_IS91_AHUG01000018.1	IS91	insertion_element_IS91
2665_IS91_CP003837.1	IS91	insertion_element_IS91
359_tnpA_FR718870.1	tnpA	transposase
925_tnpA_CP002124.1	tnpA	transposase
928_IS91_CP005973.1	IS91	insertion_element_IS91
1080_IS91_LN554846.1	IS91	insertion_element_IS91
1269_IS91_CP002783.1	IS91	insertion_element_IS91
1391_IS91_CP002783.1	IS91	insertion_element_IS91
161_P1_alpha_BN000925	P1	plasmid
1708_tnpA_CP002572.1	tnpA	transposase
2238_tnpA_AKNZ01000001.1	tnpA	transposase
916_tnpA_AKOI01000002.1	tnpA	transposase
981_IS91_CDSA010000003.1	IS91	insertion_element_IS91
2412_tnpA_AY607094.1	tnpA	transposase
1252_IS91_APYM01000365.1	IS91	insertion_element_IS91
1282_IS91_AQAY01000084.1	IS91	insertion_element_IS91
1314_IS91_AQER01000011.1	IS91	insertion_element_IS91
1377_IS91_AQAT01000033.1	IS91	insertion_element_IS91
1413_IS91_JOQU01000050.1	IS91	insertion_element_IS91
1443_IS91_AQDE01000182.1	IS91	insertion_element_IS91
1477_tnpA_JGVR01000088.1	tnpA	transposase
1511_IS91_AQGG01000193.1	IS91	insertion_element_IS91
1527_IS91_AVRH01000089.1	IS91	insertion_element_IS91
1601_IS91_AQCM01000111.1	IS91	insertion_element_IS91
1606_IS91_LCVH01000264.1	IS91	insertion_element_IS91
1672_tnpA_AE014299.2	tnpA	transposase
1704_IS91_AQAT01000090.1	IS91	insertion_element_IS91
1719_IS91_APYS01000005.1	IS91	insertion_element_IS91
1736_IS91_CXDK01000097.1	IS91	insertion_element_IS91
1784_IS91_APYK01000160.1	IS91	insertion_element_IS91
1849_IS91_APYM01000351.1	IS91	insertion_element_IS91
1941_IS91_AQBF01000082.1	IS91	insertion_element_IS91
1962_IS91_AQBK01000080.1	IS91	insertion_element_IS91
2072_IS91_CP000266.1	IS91	insertion_element_IS91
2151_IS91_AQEI01000252.1	IS91	insertion_element_IS91
2388_IS91_AGTD01000001.1	IS91	insertion_element_IS91
2611_IS91_APZD01000009.1	IS91	insertion_element_IS91
2680_IS91_AGTD01000001.1	IS91	insertion_element_IS91
2720_IS91_AQAT01000121.1	IS91	insertion_element_IS91
2778_tnpA_CP002124.1	tnpA	transposase
290_IS91_AQCX01000089.1	IS91	insertion_element_IS91
300_IS91_CELV01000241.1	IS91	insertion_element_IS91
335_IS91_AQDA01000008.1	IS91	insertion_element_IS91
358_IS91_AQCM01000121.1	IS91	insertion_element_IS91
373_IS91_AQEW01000015.1	IS91	insertion_element_IS91
374_IS91_AQAU01000017.1	IS91	insertion_element_IS91
377_IS91_AFAS01000241.1	IS91	insertion_element_IS91
388_IS91_CXGV01000152.1	IS91	insertion_element_IS91
393_IS91_APYO01000088.1	IS91	insertion_element_IS91
399_IS91_AQBB01000072.1	IS91	insertion_element_IS91
410_IS91_JMGV01000152.1	IS91	insertion_element_IS91
428_tnpA_JX077110.1	tnpA	transposase
450_IS91_AQDV01000025.1	IS91	insertion_element_IS91
476_IS91_APYO01000094.1	IS91	insertion_element_IS91
484_IS91_CYEP01000047.1	IS91	insertion_element_IS91
507_IS91_AQBD01000003.1	IS91	insertion_element_IS91
522_IS91_AQAU01000033.1	IS91	insertion_element_IS91
529_IS91_AQCT01000008.1	IS91	insertion_element_IS91
534_IS91_AQAT01000123.1	IS91	insertion_element_IS91
537_IS91_APXD01000215.1	IS91	insertion_element_IS91
538_IS91_AQDZ01000117.1	IS91	insertion_element_IS91
558_IS91_JOSO01000067.1	IS91	insertion_element_IS91
619_IS91_AQAT01000100.1	IS91	insertion_element_IS91
623_IS91_APXB01000113.1	IS91	insertion_element_IS91
637_IS91_CP002186.1	IS91	insertion_element_IS91
647_IS91_JNQO01000039.1	IS91	insertion_element_IS91
656_IS91_AQAW01000116.1	IS91	insertion_element_IS91
668_IS91_APYJ01000096.1	IS91	insertion_element_IS91
671_IS91_AQAX01000029.1	IS91	insertion_element_IS91
701_IS91_APZR01000041.1	IS91	insertion_element_IS91
709_IS91_JOQU01000022.1	IS91	insertion_element_IS91
714_IS91_CP003150.1	IS91	insertion_element_IS91
716_tnpA_KT988018.1	tnpA	transposase
737_IS91_AQEO01000016.1	IS91	insertion_element_IS91
802_IS91_AQAV01000154.1	IS91	insertion_element_IS91
815_IS91_AERO01000170.1	IS91	insertion_element_IS91
842_IS91_CU459003.1	IS91	insertion_element_IS91
894_IS91_AQDT01000099.1	IS91	insertion_element_IS91
911_IS91_JNMR01000037.1	IS91	insertion_element_IS91
973_IS91_CP002730.1	IS91	insertion_element_IS91
980_IS91_JOOW01000006.1	IS91	insertion_element_IS91
983_IS91_AQAV01000153.1	IS91	insertion_element_IS91
1515_ISBthe5_NC004663	ISBthe5	ISBthe5
1566_ISBf10_NC006347	ISBf10	ISBf10
447_IS91_CP000473.1	IS91	insertion_element_IS91
674_tnpA_FN806773.1	tnpA	transposase
1397_IS91_MNRX01000006.1	IS91	insertion_element_IS91
966_tnpA_Z96935.2	tnpA	transposase
1402_IS91_CP000356.1	IS91	insertion_element_IS91
1739_IS91_CP000473.1	IS91	insertion_element_IS91
2091_tnpA_AM260957.1	tnpA	transposase
2184_tnpA_CP007448.1	tnpA	transposase
2270_tnpA_HG322949.1	tnpA	transposase
2803_tnpA1_CP001894.1	tnpA1	transposase
282_IS91_CP000036.1	IS91	insertion_element_IS91
896_IS91_AAOH01000001.1	IS91	insertion_element_IS91
1042_IS91_CP000473.1	IS91	insertion_element_IS91
1622_tnpA_JX077110.1	tnpA	transposase
1767_tnpA_AP017356.1	tnpA	transposase
2129_IS91_CP003917.1	IS91	insertion_element_IS91
2449_tnpA_AYLZ02000164.1	tnpA	transposase
2698_tnpA_CQDS01000010.1	tnpA	transposase
906_tnpA_FQ482074.1	tnpA	transposase
991_IS91_AAOH01000001.1	IS91	insertion_element_IS91
1152_ISBf10_NC006347	ISBf10	ISBf10
415_tnpA_KM055106.1	tnpA	transposase
1341_Tn916-orf9_KC414929	Tn916-orf9	Tn916
1824_tnpA_AIGV01000005.1	tnpA	transposase
2639_qacEdelta_AF313472.2	qacEdelta	qacEdelta
848_IS91_LRKT01000253.1	IS91	insertion_element_IS91
930_tnpA_AAMK02000010.1	tnpA	transposase
1518_IS292_L29283	IS292	IS292
1234_IS91_CP000698.1	IS91	insertion_element_IS91
1238_tnpA_JX077110.1	tnpA	transposase
1399_IS91_DQ388534.1	IS91	insertion_element_IS91
1919_istB_FP929140.1	istB	istB
2018_IS91_MIWD01000272.1	IS91	insertion_element_IS91
2586_IS91_CP002736.1	IS91	insertion_element_IS91
342_IS91_CP000034.1	IS91	insertion_element_IS91
868_tnpA_JX077110.1	tnpA	transposase
971_IS91_MIWD01000140.1	IS91	insertion_element_IS91
1251_IS91_CP000616.1	IS91	insertion_element_IS91
1320_IS91_CU928162.2	IS91	insertion_element_IS91
1713_IS91_AE014073.1	IS91	insertion_element_IS91
1922_qacEdelta_EF184217.1	qacEdelta	qacEdelta
2399_IS91_CYEP01000026.1	IS91	insertion_element_IS91
240_IncX1_2__CP003417	IncX1	plasmid
2484_qacEdelta_KF921520.1	qacEdelta	qacEdelta
267_qacEdelta_HM138673.1	qacEdelta	qacEdelta
419_intI1_FJ790886.1	intI1	integrase
1359_IS292_L29283	IS292	IS292
1521_IS679_NC002142	IS679	IS679
1006_tnpA_JX194160.1	tnpA	transposase
1346_tnpA_AAWD01000085.1	tnpA	transposase
1368_tnpA_JX486125.1	tnpA	transposase
1639_IS911	IS911	insertion_element_IS911
1892_IS91_CP004387.1	IS91	insertion_element_IS91
2066_IS91_LRLC01000006.1	IS91	insertion_element_IS91
2414_tnpA_AE017355.1	tnpA	transposase
583_IS91_CU928162.2	IS91	insertion_element_IS91
2045_ISBthe5_NC004663	ISBthe5	ISBthe5
1893_IS91_APYJ01000111.1	IS91	insertion_element_IS91
463_IS91_APYJ01000108.1	IS91	insertion_element_IS91
2644_IS91_CP002447.1	IS91	insertion_element_IS91
649_tnpA_CCYR01000042.1	tnpA	transposase
1070_intI1_JN983045.1	intI1	integrase
1597_IS91_CP005083.1	IS91	insertion_element_IS91
1678_IS91_CP001392.1	IS91	insertion_element_IS91
1993_tnpA_AB576781.2	tnpA	transposase
2039_tnpA_FN806773.1	tnpA	transposase
2104_tnpA_CP000353.2	tnpA	transposase
2219_tnpA_KJ933392.1	tnpA	transposase
2623_IS91_AM902716.1	IS91	insertion_element_IS91
880_IS91_CP004387.1	IS91	insertion_element_IS91
892_IS91_CP004387.1	IS91	insertion_element_IS91
422_tnpA_JN048641.1	tnpA	transposase
1002_tnpA_JQ364968.1	tnpA	transposase
959_IS91_AP014651.1	IS91	insertion_element_IS91
1983_tnpA_JNMH01000096.1	tnpA	transposase
1031_IS91_CP000490.1	IS91	insertion_element_IS91
1224_IS91_CP000831.1	IS91	insertion_element_IS91
1865_tnpA_KR071788.1	tnpA	transposase
1960_IS91_AAUJ02000001.1	IS91	insertion_element_IS91
2251_tnpA_FO117623.1	tnpA	transposase
2589_IS91_FQ482074.1	IS91	insertion_element_IS91
2624_IS91_CP002287.1	IS91	insertion_element_IS91
503_IS91_CP002738.1	IS91	insertion_element_IS91
692_tnpA_HM560971.1	tnpA	transposase
721_qacEdelta_CP012682.1	qacEdelta	qacEdelta
2723_IS292_L29283	IS292	IS292
2120_IS91_CWST01000109.1	IS91	insertion_element_IS91
2243_tnpA1_AY208917.2	tnpA1	transposase
2277_qacEdelta_CT025799.2	qacEdelta	qacEdelta
2315_IS91_CP009122.1	IS91	insertion_element_IS91
2468_IS91_JPGY02000001.1	IS91	insertion_element_IS91
2744_tnpA_AY033500.1	tnpA	transposase
423_IS91_CP017633.1	IS91	insertion_element_IS91
986_IS91_HE798385.1	IS91	insertion_element_IS91
1458_IS91_CP000616.1	IS91	insertion_element_IS91
148_IncHI2_1__BX664015	IncHI2	plasmid
1560_tnpA_FN822748.1	tnpA	transposase
1607_IS91_CP005083.1	IS91	insertion_element_IS91
1648_tnpA_CP000354.2	tnpA	transposase
1702_IS91_AM902716.1	IS91	insertion_element_IS91
1837_IS91_CP012199.1	IS91	insertion_element_IS91
2028_tnpA_CP000354.2	tnpA	transposase
2153_IS91_AE014073.1	IS91	insertion_element_IS91
2569_tnpA_KU356987.1	tnpA	transposase
2643_IS91_AJHK02000009.1	IS91	insertion_element_IS91
2724_ISSfl3_AL391753	ISSfl3	ISSfl3
816_tnpA3_HE577112.1	tnpA3	transposase
826_IS91_CP001383.1	IS91	insertion_element_IS91
891_IS91_CP004393.1	IS91	insertion_element_IS91
1028_IS91_CP000490.1	IS91	insertion_element_IS91
1172_IS91_CP000539.1	IS91	insertion_element_IS91
1184_IS91_CP000490.1	IS91	insertion_element_IS91
1437_IS91_CP002657.1	IS91	insertion_element_IS91
1448_IS91_CP002449.1	IS91	insertion_element_IS91
